Twitter ID,Tweet ID,Venue ID
10045092,695319607620591616,4b0ae9a1f964a520ec2923e3
10045092,695116737000427520,49c64842f964a5202e571fe3
10045092,695024428468584448,4ec4407382313b672fccf581
10045092,694934352485048320,4c23c9aca852c9283c11e26c
